"contribution_point","user_id","user_database_id","user_login","user_name","user_url","user_type","task_total_count"
"361","U_kgDOAAof5w","663527","newluckybaby","小咩","https://github.com/newluckybaby","node","1"
"362","U_kgDOAApKWQ","674393","sakesun","Sakesun","https://github.com/sakesun","node","1"
"365","U_kgDOAApmJA","681508","takashabe","Takashi Abe","https://github.com/takashabe","node","1"
"365","U_kgDOAAqfgw","696195","tanihiro","HirokiItani","https://github.com/tanihiro","node","1"
"363","U_kgDOAAqs9A","699636","aisk","AN Long","https://github.com/aisk","node","1"
"365","U_kgDOAArevw","712383","takumakei","","https://github.com/takumakei","node","1"
"360","U_kgDOAArnMg","714546","dccampbell","David C. Campbell","https://github.com/dccampbell","node","1"
"365","U_kgDOAAsgDQ","729101","sakebook","sakebook","https://github.com/sakebook","node","1"
"364","U_kgDOAAspLA","731436","colorbox","colorbox","https://github.com/colorbox","node","1"
"363","U_kgDOAAt4xg","751814","matsumo","matsumoto","https://github.com/matsumo","node","1"
"365","U_kgDOAAtaew","744059","tommykw","Kenji Tomita","https://github.com/tommykw","node","1"
"364","U_kgDOAAtmdg","747126","fullmated","fullmated","https://github.com/fullmated","node","1"
"363","U_kgDOAAuLYw","756579","eric8810","scotares","https://github.com/eric8810","node","1"
"363","U_kgDOAAuZtQ","760245","DrayChou","Dray","https://github.com/DrayChou","node","1"
"365","U_kgDOAAv-rA","786092","Forger125","","https://github.com/Forger125","node","1"
"364","U_kgDOAAvTIQ","774945","86","86","https://github.com/86","node","1"
"364","U_kgDOAAw38Q","800753","shiroemons","Satoshi Morita","https://github.com/shiroemons","node","1"
"357","U_kgDOAAwN-Q","790009","beckorz","beckorz","https://github.com/beckorz","node","1"
"362","U_kgDOAAwY5Q","792805","zshn-dev","zshn","https://github.com/zshn-dev","node","1"
"362","U_kgDOAAxR0g","807378","MareMare","MareMare","https://github.com/MareMare","node","1"
"365","U_kgDOAAyB2Q","819673","yaeda","Takeshi Yaeda","https://github.com/yaeda","node","1"
"364","U_kgDOAAyQHw","823327","79yuuki","Yuki Shichiku","https://github.com/79yuuki","node","1"
"365","U_kgDOAAybjw","826255","shohgase","tsukasa shohgase","https://github.com/shohgase","node","1"
"363","U_kgDOAAyrPQ","830269","makipe","makipe","https://github.com/makipe","node","1"
"365","U_kgDOAAz1DQ","849165","kazuph","Kazuhiro Homma","https://github.com/kazuph","node","1"
"364","U_kgDOAAzO3w","839391","daimatz","Daisuke Matsumoto","https://github.com/daimatz","node","1"
"26528","U_kgDOAAzbWw","842587","hatayama","Masamichi Hatayama","https://github.com/hatayama","User","3"
"366","U_kgDOAAzeFg","843286","aliyome","aliyome","https://github.com/aliyome","node","2"
"3572","U_kgDOAB0EvQ","1901757","omanuke","","https://github.com/omanuke","User","2"
"365","U_kgDOAB0wrQ","1913005","gawaooooo","gawao","https://github.com/gawaooooo","node","1"
"363","U_kgDOAB3fqQ","1957801","edwardkenfox","Edward Fox","https://github.com/edwardkenfox","node","1"
"365","U_kgDOAB53Yg","1996642","yamanoku","Oyama Michinoku","https://github.com/yamanoku","node","1"
"365","U_kgDOAB6bQA","2005824","akoslowski","Andreas Koslowski","https://github.com/akoslowski","node","1"
"364","U_kgDOAB7_nA","2031516","tezooka","tezooka","https://github.com/tezooka","node","1"
"364","U_kgDOAB7eHw","2022943","jatinjindalj","Jatin Jindal","https://github.com/jatinjindalj","node","1"
"365","U_kgDOABC5lA","1096084","hatappo","fumihiko hata","https://github.com/hatappo","node","1"
"365","U_kgDOABC8BA","1096708","striderkein","shirow ozawa","https://github.com/striderkein","node","1"
"365","U_kgDOABFBqQ","1130921","serima","Ryo Shibayama","https://github.com/serima","node","1"
"365","U_kgDOABFGgQ","1132161","shinoyu","mahiro.tamura","https://github.com/shinoyu","node","1"
"365","U_kgDOABFHyQ","1132489","shibayu36","shibayu36","https://github.com/shibayu36","node","1"
"365","U_kgDOABFSDg","1135118","issei-m","Issei.M","https://github.com/issei-m","node","1"
"358","U_kgDOABG1Sg","1160522","dany1468","Yoichi Dan","https://github.com/dany1468","node","1"
"362","U_kgDOABG5hw","1161607","hustcer","Justin Ma","https://github.com/hustcer","node","1"
"365","U_kgDOABGoVw","1157207","24601","Basit Mustafa","https://github.com/24601","node","1"
"1","U_kgDOABIsEw","1190931","izelnakri","Izel Nakri | izelnakri.eth","https://github.com/izelnakri","author","1"
"365","U_kgDOABJeWQ","1203801","DC3","Dee Cheung","https://github.com/DC3","node","1"
"364","U_kgDOABJmxg","1205958","megane9988","megane9988","https://github.com/megane9988","node","1"
"358","U_kgDOABK3sw","1226675","atmngw","Atsuki","https://github.com/atmngw","node","1"
"363","U_kgDOABKW6g","1218282","sirhopcount","Adrian van Dongen","https://github.com/sirhopcount","node","1"
"364","U_kgDOABKgZA","1220708","daisuke310vvv","daisuke sato","https://github.com/daisuke310vvv","node","1"
"362","U_kgDOABL5yQ","1243593","TooBug","TooBug","https://github.com/TooBug","node","1"
"364","U_kgDOABLR3Q","1233373","uphy","Yuhi Ishikura","https://github.com/uphy","node","1"
"14329","U_kgDOABLozQ","1239245","delphinus","JINNOUCHI Yasushi","https://github.com/delphinus","user","7"
"365","U_kgDOABMACw","1245195","qrg","Qurage","https://github.com/qrg","node","1"
"364","U_kgDOABMoYQ","1255521","FScoward","","https://github.com/FScoward","node","1"
"363","U_kgDOABMq9w","1256183","tcnksm","Taichi Nakashima","https://github.com/tcnksm","node","1"
"365","U_kgDOABMwNg","1257526","akabekobeko","akabeko","https://github.com/akabekobeko","node","1"
"361","U_kgDOABNkRw","1270855","minhoryang","Minho Ryang","https://github.com/minhoryang","node","1"
"362","U_kgDOABNoNw","1271863","usagizmo","","https://github.com/usagizmo","node","1"
"365","U_kgDOABNxRw","1274183","akira888","Akira Yagi","https://github.com/akira888","node","1"
"32130","U_kgDOABON5Q","1281509","tsumuchan","","https://github.com/tsumuchan","User","3"
"365","U_kgDOABOVEw","1283347","dameleon","Kei Takahashi","https://github.com/dameleon","node","1"
"365","U_kgDOABOkgA","1287296","kotamat","Kota Matsumoto","https://github.com/kotamat","node","1"
"359","U_kgDOABPlNQ","1303861","alexbezhan","Aleksandr Bezhan","https://github.com/alexbezhan","node","1"
"364","U_kgDOABQ4WA","1325144","mikedemarais","Michael Demarais","https://github.com/mikedemarais","node","1"
"364","U_kgDOABQHGw","1312539","SNakano","SNakano","https://github.com/SNakano","node","1"
"359","U_kgDOABSDgA","1344384","abshkbh","Abhishek Bhardwaj","https://github.com/abshkbh","node","1"
"361","U_kgDOABTl1w","1369559","amok","Max Kolodezhnyi","https://github.com/amok","node","1"
"361","U_kgDOABU3SQ","1390409","osamingo","Osamu TONOMORI","https://github.com/osamingo","node","1"
"364","U_kgDOABV44g","1407202","forestk","Keisuke Mori","https://github.com/forestk","node","1"
"365","U_kgDOABV6bA","1407596","ganow","Yoshihiro Nagano","https://github.com/ganow","node","1"
"730","U_kgDOABVIZg","1394790","tmyjoe","tmyjoe","https://github.com/tmyjoe","node","2"
"363","U_kgDOABVQ2Q","1396953","shikakun","shikakun","https://github.com/shikakun","node","1"
"362","U_kgDOABVSPg","1397310","xiaoyanit","Shaw Yan","https://github.com/xiaoyanit","node","1"
"365","U_kgDOABWZ5w","1415655","kei2100","Kei Arima","https://github.com/kei2100","node","1"
"360","U_kgDOABXGXg","1427038","1313","Per Johansson","https://github.com/1313","node","1"
"365","U_kgDOABYG2A","1443544","wemra3","Hirok Uemura","https://github.com/wemra3","node","1"
"360","U_kgDOABYlAQ","1451265","maruloop","maru","https://github.com/maruloop","node","1"
"365","U_kgDOABZISg","1460298","tetsuyanh","tetsuyanh","https://github.com/tetsuyanh","node","1"
"365","U_kgDOABZheg","1466746","yszk0123","Yuji Suzuki","https://github.com/yszk0123","node","1"
"365","U_kgDOABZijg","1467022","jordemort","Jordan Webb","https://github.com/jordemort","node","1"
"365","U_kgDOAB_17g","2094574","hkwid","hkawaida","https://github.com/hkwid","node","1"
"364","U_kgDOAB__AA","2096896","itounagi0116","水音　凪","https://github.com/itounagi0116","node","1"
"359","U_kgDOABaKCg","1477130","tomoasleep","Tomoya Chiba","https://github.com/tomoasleep","node","1"
"365","U_kgDOABaWMQ","1480241","t09tanaka","Takuto Tanaka","https://github.com/t09tanaka","User","1"
"364","U_kgDOABaxxA","1487300","toenobu","","https://github.com/toenobu","node","1"
"364","U_kgDOABbeQw","1498691","hironytic","Hironori Ichimiya","https://github.com/hironytic","node","1"
"365","U_kgDOABc7lw","1522583","iwag","Takuya Iwakami","https://github.com/iwag","node","1"
"363","U_kgDOABcxYQ","1519969","kingwkb","","https://github.com/kingwkb","node","1"
"365","U_kgDOABdzSQ","1536841","noitak","noitak","https://github.com/noitak","node","1"
"365","U_kgDOABf7QA","1571648","shoichiaizawa","Shoichi Aizawa","https://github.com/shoichiaizawa","node","1"
"365","U_kgDOABfPvA","1560508","ryoppippi","ryoppippi","https://github.com/ryoppippi","node","1"
"365","U_kgDOABgsGQ","1584153","panicdragon","daisuke.takayama","https://github.com/panicdragon","node","1"
"363","U_kgDOABhD0Q","1590225","maaaato","masa@stand-io","https://github.com/maaaato","node","1"
"365","U_kgDOABhgMQ","1597489","hidetomasuoka","Hideto Masuoka","https://github.com/hidetomasuoka","node","1"
"365","U_kgDOABiAeg","1605754","christianboyle","Christian Boyle","https://github.com/christianboyle","node","1"
"364","U_kgDOABio7g","1616110","otknoy","Naoya Otsuka","https://github.com/otknoy","node","1"
"363","U_kgDOABj2LQ","1635885","matsu-chara","matsu-chara","https://github.com/matsu-chara","node","1"
"365","U_kgDOABjBcw","1622387","kkznch","Yuki Kakazu kekezun kkzn","https://github.com/kkznch","node","1"
"365","U_kgDOABjRKw","1626411","soundslocke","Locke Bircher","https://github.com/soundslocke","node","1"
"364","U_kgDOABjzLg","1635118","morugu","Shoya SHIRAKI","https://github.com/morugu","node","1"
"363","U_kgDOABk0Tg","1651790","wey-gu","Wey Gu","https://github.com/wey-gu","node","1"
"360","U_kgDOABkKEQ","1640977","hiro14aki","Hiroaki Imai","https://github.com/hiro14aki","node","1"
"365","U_kgDOABkNXg","1641822","kumachang","","https://github.com/kumachang","node","1"
"365","U_kgDOABkilA","1647252","hidechae","Hideyuki Utsunomiya","https://github.com/hidechae","node","1"
"365","U_kgDOABl5qg","1669546","yoskhdia","Yoshitaka Okuda","https://github.com/yoskhdia","node","1"
"365","U_kgDOABlNIw","1658147","sters","sters","https://github.com/sters","node","1"
"365","U_kgDOABlmKg","1664554","saxsir","saxsir","https://github.com/saxsir","node","1"
"363","U_kgDOABlosQ","1665201","80imike","","https://github.com/80imike","node","1"
"365","U_kgDOABnbUw","1694547","aHiromiSawada","Hiromi Sawada","https://github.com/aHiromiSawada","node","1"
"363","U_kgDOABnfMg","1695538","creasty","Yuki Iwanaga","https://github.com/creasty","node","1"
"364","U_kgDOABo91Q","1719765","ikedanoda","yosuke ikeda","https://github.com/ikedanoda","node","1"
"361","U_kgDOABpS6w","1725163","sail-sail","黄智勇","https://github.com/sail-sail","node","1"
"365","U_kgDOABqVZA","1742180","tmiyaz","Takashi Miyazaki","https://github.com/tmiyaz","node","1"
"365","U_kgDOABrnmw","1763227","tetuo41","hiroki hatsushika","https://github.com/tetuo41","node","1"
"365","U_kgDOABs73w","1784799","unoun","","https://github.com/unoun","node","1"
"362","U_kgDOABsttA","1781172","peruukki","Harri Lehtola","https://github.com/peruukki","node","1"
"364","U_kgDOABu2_A","1816316","fernandonogueira","Fernando Nogueira","https://github.com/fernandonogueira","node","1"
"365","U_kgDOABukoA","1811616","ohbarye","Masato Ohba","https://github.com/ohbarye","node","1"
"365","U_kgDOABvRYw","1823075","enomoto","Kenta Enomoto","https://github.com/enomoto","node","1"
"365","U_kgDOABy8gQ","1883265","budougumi0617","Yoichiro Shimizu","https://github.com/budougumi0617","node","1"
"363","U_kgDOAByPJg","1871654","ngyuki","Toshiyuki Goto","https://github.com/ngyuki","node","1"
"365","U_kgDOABye0g","1875666","hnq90","Huy Nguyen Quang","https://github.com/hnq90","node","1"
"364","U_kgDOABzowg","1894594","yhino","Yoshiyuki HINO","https://github.com/yhino","node","1"
"359","U_kgDOAC0jNQ","2958133","nicobailon","Nico Bailon","https://github.com/nicobailon","node","1"
"365","U_kgDOAC1W8g","2971378","shifumin","shifumin","https://github.com/shifumin","node","1"
"365","U_kgDOAC1k5w","2974951","adamist521","","https://github.com/adamist521","node","1"
"365","U_kgDOAC2-VA","2997844","thiagodp","Thiago Delgado Pinto","https://github.com/thiagodp","node","1"
"363","U_kgDOAC24yQ","2996425","yosugi","","https://github.com/yosugi","node","1"
"365","U_kgDOAC3_4A","3014624","negibokken","bokken","https://github.com/negibokken","node","1"
"364","U_kgDOAC3bng","3005342","ultra9ma","Nobuhiro Kumagai","https://github.com/ultra9ma","node","1"
"365","U_kgDOAC3j8w","3007475","sucoshi","kenshi sasayama","https://github.com/sucoshi","node","1"
"362","U_kgDOAC3kjw","3007631","zhangzhaoaaa","zeromike","https://github.com/zhangzhaoaaa","node","1"
"365","U_kgDOAC8pDA","3090700","toiroakr","Akira HIGUCHI","https://github.com/toiroakr","node","1"
"362","U_kgDOACB3ZA","2127716","operando","Shinobu Okano","https://github.com/operando","node","1"
"362","U_kgDOACE61Q","2177749","drubb","Boris Böhne","https://github.com/drubb","node","1"
"363","U_kgDOACEnYQ","2172769","to4iki","Toshiki Takezawa","https://github.com/to4iki","node","1"
"363","U_kgDOACF-aA","2195048","tonyho","TonyHo","https://github.com/tonyho","node","1"
"365","U_kgDOACFhww","2187715","jonghyo","","https://github.com/jonghyo","node","1"
"363","U_kgDOACGyBA","2208260","t1mt","Tim","https://github.com/t1mt","node","1"
"362","U_kgDOACQLGg","2362138","Gomah","Thomas Marrec","https://github.com/Gomah","node","1"
"357","U_kgDOACXNkg","2477458","yujikudo","Yuji Kudo","https://github.com/yujikudo","node","1"
"362","U_kgDOACYk5A","2499812","44yarn","44yarn","https://github.com/44yarn","node","1"
"365","U_kgDOACZHkw","2508691","steelydylan","Hori Godai","https://github.com/steelydylan","node","1"
"365","U_kgDOACZXkQ","2512785","yakiimo23","charlie","https://github.com/yakiimo23","node","1"
"359","U_kgDOACcBqA","2556328","torotake","","https://github.com/torotake","node","1"
"364","U_kgDOACgFdQ","2622837","petamoriken","Kenta Moriuchi","https://github.com/petamoriken","node","1"
"362","U_kgDOACgajw","2628239","tgfjt","Takashi Fujita","https://github.com/tgfjt","node","1"
"362","U_kgDOAChrSQ","2648905","gion-pop","Yuya Onuma","https://github.com/gion-pop","node","1"
"363","U_kgDOACiDtg","2655158","izuminC","","https://github.com/izuminC","node","1"
"364","U_kgDOACjOxg","2674374","mkiken","mkiken","https://github.com/mkiken","node","1"
"365","U_kgDOACmdWQ","2727257","ikaruga777","ikaruga","https://github.com/ikaruga777","node","1"
"364","U_kgDOACpHqg","2770858","ryomo","Ryo Moriwaki","https://github.com/ryomo","node","1"
"360","U_kgDOACpJDA","2771212","kasaharu","Wataru KASAHARA","https://github.com/kasaharu","node","1"
"359","U_kgDOACpXPQ","2774845","mdtanrikulu","Muhammed Tanrıkulu","https://github.com/mdtanrikulu","node","1"
"365","U_kgDOACrKqQ","2804393","huangcheng","HUANG Cheng","https://github.com/huangcheng","node","1"
"364","U_kgDOACrNkA","2805136","e-mon","e-mon","https://github.com/e-mon","node","1"
"365","U_kgDOACvSsQ","2871985","timakin","Seiji Takahashi","https://github.com/timakin","node","1"
"363","U_kgDOAD0ZGA","4004120","umetsu","Kentaro Umetsu","https://github.com/umetsu","node","1"
"365","U_kgDOAD0dBQ","4005125","Imamachi-n","Naoto Imamachi","https://github.com/Imamachi-n","node","1"
"362","U_kgDOAD0s-Q","4009209","fturmel","Francis Turmel","https://github.com/fturmel","node","1"
"365","U_kgDOAD3r9A","4058100","km-tr","Kuma Taro","https://github.com/km-tr","node","1"
"360","U_kgDOAD5COg","4080186","misega","Michael Galloway","https://github.com/misega","node","1"
"365","U_kgDOAD5JvA","4082108","nametake","Shogo NAMEKI","https://github.com/nametake","node","1"
"363","U_kgDOAD6VXA","4101468","katomaru","","https://github.com/katomaru","node","1"
"365","U_kgDOAD7P3A","4116444","ueyasu","","https://github.com/ueyasu","node","1"
"364","U_kgDOAD7ySQ","4125257","kkeeth","Keeth Kuwahara","https://github.com/kkeeth","node","1"
"362","U_kgDOAD9VuA","4150712","tasogare0919","Sadayoshi Tada","https://github.com/tasogare0919","node","1"
"365","U_kgDOADC6AA","3193344","CodinCat","CodinCat","https://github.com/CodinCat","node","1"
"358","U_kgDOADDgLQ","3203117","kazukitash","kazukitash","https://github.com/kazukitash","node","1"
"365","U_kgDOADDowQ","3205313","pnrnc485","Kenta Suzuki","https://github.com/pnrnc485","node","1"
"365","U_kgDOADF49Q","3242229","YuiSakamoto","Yui Sakamoto","https://github.com/YuiSakamoto","node","1"
"363","U_kgDOADHa2g","3267290","na-o-ys","","https://github.com/na-o-ys","User","1"
"364","U_kgDOADJPvA","3297212","fuguman","IkeTarou","https://github.com/fuguman","node","1"
"364","U_kgDOADMqdA","3353204","iPersona","","https://github.com/iPersona","node","1"
"363","U_kgDOADOzzw","3388367","xiaomeimeixihuankenzhuti","Neil deGrasse Tyson","https://github.com/xiaomeimeixihuankenzhuti","node","1"
"365","U_kgDOADRqcQ","3435121","YusukeShimizu","bruwbird","https://github.com/YusukeShimizu","node","1"
"365","U_kgDOADRtUw","3435859","h-enjin","Enjin","https://github.com/h-enjin","node","1"
"363","U_kgDOADTTxw","3462087","jsoizo","","https://github.com/jsoizo","node","1"
"364","U_kgDOADTWsQ","3462833","ken-aio","Suguru Akiho","https://github.com/ken-aio","node","1"
"365","U_kgDOADVzgg","3502978","ysaito8015","Yusuke Saito","https://github.com/ysaito8015","node","1"
"456","U_kgDOADXm8A","3532528","gh640","Goto Hayato","https://github.com/gh640","user","1"
"365","U_kgDOAD_qVg","4188758","samhwang","Sam Huynh","https://github.com/samhwang","node","1"
"365","U_kgDOAD_zmw","4191131","cog1t0","riku","https://github.com/cog1t0","node","1"
"365","U_kgDOADa6Fw","3586583","FuminoriSugawara","Fuminori Sugawara","https://github.com/FuminoriSugawara","node","1"
"357","U_kgDOADcxZA","3617124","hiro0218","hiro","https://github.com/hiro0218","node","1"
"360","U_kgDOADgVQg","3675458","shiraji","Yoshinori Isogai","https://github.com/shiraji","node","1"
"365","U_kgDOADiW1w","3708631","fosron","Tautvydas","https://github.com/fosron","node","1"
"365","U_kgDOADivgg","3714946","kazoo-tm","","https://github.com/kazoo-tm","node","1"
"363","U_kgDOADj1yA","3732936","coryplastek","Cory Plastek","https://github.com/coryplastek","node","1"
"362","U_kgDOADm5uA","3783096","wayou","牛さん","https://github.com/wayou","node","1"
"4203595","U_kgDOADnwRg","3797062","haya14busa","haya14busa","https://github.com/haya14busa","User","32"
"361","U_kgDOADsLXA","3869532","andrefgneves","André Neves","https://github.com/andrefgneves","node","1"
"365","U_kgDOADu9Mg","3915058","keeganmccallum","Keegan McCallum","https://github.com/keeganmccallum","node","1"
"365","U_kgDOADw5TQ","3946829","yug1224","Yuji Yamaguchi","https://github.com/yug1224","node","1"
"362","U_kgDOADx6ng","3963550","nthung2112","Hung Nguyen","https://github.com/nthung2112","node","1"
"365","U_kgDOADxvgw","3960707","osanaikoutarou","Koutarou Osaanai","https://github.com/osanaikoutarou","node","1"
"365","U_kgDOADxyhg","3961478","hiono","Hiro Ono","https://github.com/hiono","node","1"
"365","U_kgDOADyYxw","3971271","sawa-zen","Takayoshi Sawada","https://github.com/sawa-zen","node","1"
"365","U_kgDOADyuDg","3976718","shedrachokonofua","Shedrach Okonofua","https://github.com/shedrachokonofua","node","1"
"364","U_kgDOAE1cCQ","5069833","egapool","Yusuke Egami","https://github.com/egapool","node","1"
"365","U_kgDOAE3I6w","5097707","uutarou10","Kota Nonaka","https://github.com/uutarou10","node","1"
"358","U_kgDOAEAEaw","4195435","ospear","OOE Yoshimitsu","https://github.com/ospear","node","1"
"365","U_kgDOAEC3ig","4241290","hrfmmymt","Hirofumi Miyamoto","https://github.com/hrfmmymt","node","1"
"364","U_kgDOAEFFvQ","4277693","gaishimo","gaishimo","https://github.com/gaishimo","node","1"
"360","U_kgDOAEGCNA","4293172","underground0930","Go Nishiduka","https://github.com/underground0930","node","1"
"364","U_kgDOAEGVHA","4298012","u-nation","Takuya Endo","https://github.com/u-nation","node","1"
"359","U_kgDOAEKJ1w","4360663","ttskch","Takashi Kanemoto","https://github.com/ttskch","node","1"
"358","U_kgDOAELtZA","4386148","im-naaran","Naaran","https://github.com/im-naaran","node","1"
"365","U_kgDOAENKNQ","4409909","daiiz","Daiki Iizuka","https://github.com/daiiz","node","1"
"361","U_kgDOAEOQCw","4427787","rbaumier","Romain Baumier","https://github.com/rbaumier","node","1"
"365","U_kgDOAESYug","4495546","8beeeaaat","sadao komaki","https://github.com/8beeeaaat","node","1"
"359","U_kgDOAEUK4w","4524771","mamoru0217","Mamoru Amano","https://github.com/mamoru0217","node","1"
"362","U_kgDOAEUNvA","4525500","civitaspo","Takahiro Nakayama","https://github.com/civitaspo","node","1"
"362","U_kgDOAEUuRA","4533828","auwtch","0xAuwtch","https://github.com/auwtch","node","1"
"359","U_kgDOAEWFQQ","4556097","h-michael","Hirokazu Hata","https://github.com/h-michael","node","1"
"362","U_kgDOAEYMrA","4590764","seanmars","Mars","https://github.com/seanmars","node","1"
"365","U_kgDOAEZ-Gg","4619802","yudppp","yudppp","https://github.com/yudppp","node","1"
"10377","U_kgDOAEc_nA","4669340","fluffynuts","Davyd McColl","https://github.com/fluffynuts","user","4"
"364","U_kgDOAEeRDw","4690191","kosuke1012","kosuke1012","https://github.com/kosuke1012","node","1"
"365","U_kgDOAElqww","4811459","masakiq","","https://github.com/masakiq","node","1"
"365","U_kgDOAEq8Mg","4897842","aiya000","aiya000","https://github.com/aiya000","node","1"
"364","U_kgDOAEu3xg","4962246","Mizkino","Mizuki Kobayashi","https://github.com/Mizkino","node","1"
"365","U_kgDOAEuQow","4952227","uggds","Seiya Ugajin","https://github.com/uggds","node","1"
"363","U_kgDOAEuZpg","4954534","joe-re","Masato Noguchi","https://github.com/joe-re","node","1"
"365","U_kgDOAEvkzg","4973774","mmizutani","Minoru Mizutani","https://github.com/mmizutani","node","1"
"365","U_kgDOAEwZvw","4987327","Hiroshiba","Hiroshiba","https://github.com/Hiroshiba","node","1"
"364","U_kgDOAEwopw","4991143","tzmfreedom","Makoto Tajitsu","https://github.com/tzmfreedom","node","1"
"365","U_kgDOAEy5Qw","5028163","mohemohe","mohemohe","https://github.com/mohemohe","node","1"
"365","U_kgDOAEyVwA","5019072","yamadashy","Kazuki Yamada","https://github.com/yamadashy","node","1"
"358","U_kgDOAF-EZA","6259812","leaysgur","Yuji Sugiura","https://github.com/leaysgur","node","1"
"364","U_kgDOAF-lkg","6268306","happybot","happybot","https://github.com/happybot","node","1"
"357","U_kgDOAF-qxw","6269639","Pittan","Amon Keishima","https://github.com/Pittan","node","1"
"361","U_kgDOAF2aDw","6134287","hiterm","","https://github.com/hiterm","node","1"
"364","U_kgDOAF2iPw","6136383","cakecatz","Ryo Narita","https://github.com/cakecatz","node","1"
"364","U_kgDOAF5vsw","6188979","kiyopikko","Kiyohiko Heima","https://github.com/kiyopikko","node","1"
"362","U_kgDOAF7wlA","6221972","TakuyaAbe","Takuya Abe","https://github.com/TakuyaAbe","node","1"
"365","U_kgDOAF838A","6240240","ebal5","ebal","https://github.com/ebal5","node","1"
"360","U_kgDOAF8X2g","6232026","FreeMasen","Robert Masen","https://github.com/FreeMasen","node","1"
"3362","U_kgDOAF9Tkg","6247314","vintersnow","vintersnow","https://github.com/vintersnow","user","4"
"365","U_kgDOAF9_7Q","6258669","iemong","iemong","https://github.com/iemong","node","1"
"364","U_kgDOAFAekg","5250706","fsubal","fsubal","https://github.com/fsubal","node","1"
"363","U_kgDOAFCSzg","5280462","chieeeeno","Tomoki KIkuchi","https://github.com/chieeeeno","node","1"
"359","U_kgDOAFDc5A","5299428","nyuta01","Yuta Nishimori","https://github.com/nyuta01","node","1"
"9758","U_kgDOAFEE6A","5309672","sakamossan","sakamossan","https://github.com/sakamossan","User","4"
"365","U_kgDOAFFtnQ","5336477","jay2610","Jay Patel","https://github.com/jay2610","node","1"
"364","U_kgDOAFHsOA","5368888","sin-to-jin","sin","https://github.com/sin-to-jin","node","1"
"365","U_kgDOAFJ0ww","5403843","Guvalif","TAKASE Kazuyuki","https://github.com/Guvalif","node","1"
"365","U_kgDOAFLBzQ","5423565","mihohoi0322","miho","https://github.com/mihohoi0322","node","1"
"365","U_kgDOAFNEAg","5456898","tapih","Hiroshi Muraoka","https://github.com/tapih","node","1"
"365","U_kgDOAFU2NA","5584436","bbbar326","m.nishida","https://github.com/bbbar326","node","1"
"365","U_kgDOAFVMfg","5590142","kiiita","Yuto Kitakuni","https://github.com/kiiita","node","1"
"363","U_kgDOAFVaVg","5593686","waaaaRapy","","https://github.com/waaaaRapy","node","1"
"36522","U_kgDOAFWV9A","5608948","unhappychoice","Yuji Ueki","https://github.com/unhappychoice","node","2"
"364","U_kgDOAFWz0Q","5616593","atsuyamaru","Atsuya Nakata","https://github.com/atsuyamaru","node","1"
"32374","U_kgDOAFXc7w","5627119","arayaryoma","araya","https://github.com/arayaryoma","User","4"
"365","U_kgDOAFXltg","5629366","3846masa","Masahiro Miyashiro (3846masa)","https://github.com/3846masa","node","1"
"728","U_kgDOAFYBoA","5636512","azzgo","Ishan","https://github.com/azzgo","user","2"
"361","U_kgDOAFYU_Q","5641469","mrbonezy","Shahar Yakir","https://github.com/mrbonezy","node","1"
"359","U_kgDOAFYoXg","5646430","nitinongit","","https://github.com/nitinongit","node","1"
"365","U_kgDOAFbeWg","5693018","yoavbls","Yoav Balasiano","https://github.com/yoavbls","node","1"
"365","U_kgDOAFmLmg","5868442","sotetsuk","Sotetsu KOYAMADA","https://github.com/sotetsuk","node","1"
"364","U_kgDOAFmWrA","5871276","myohei","Yohei Maeda","https://github.com/myohei","node","1"
"363","U_kgDOAFmqCw","5876235","LunaChevalier","ルナ・チェバリー","https://github.com/LunaChevalier","node","1"
"364","U_kgDOAFpoaw","5924971","KaiShoya","Kai Shoya","https://github.com/KaiShoya","node","1"
"365","U_kgDOAFrZTw","5953871","okunokentaro","OKUNOKENTARO","https://github.com/okunokentaro","node","1"
"19884","U_kgDOAFrz-Q","5960697","70-10","70_10","https://github.com/70-10","User","4"
"364","U_kgDOAFsH0w","5965779","lamlam","lamlam","https://github.com/lamlam","node","1"
"365","U_kgDOAFwtgg","6040962","odanado","odan","https://github.com/odanado","node","1"
"365","U_kgDOAFxPSg","6049610","XxGodmoonxX","Motoki Watanabe","https://github.com/XxGodmoonxX","node","1"
"364","U_kgDOAFzY9w","6084855","yajamon","yajamon","https://github.com/yajamon","node","1"
"362","U_kgDOAG4toQ","7220641","suiman","suiman","https://github.com/suiman","node","1"
"364","U_kgDOAG5jcg","7234418","dkimura","Daichi Kimura","https://github.com/dkimura","node","1"
"364","U_kgDOAG7TTg","7263054","akifo","Akiho Nagao","https://github.com/akifo","node","1"
"365","U_kgDOAG7tmA","7269784","k315k1010","Keisuke Iwado","https://github.com/k315k1010","node","1"
"361","U_kgDOAG8P_Q","7278589","shangwfa","shangwfa","https://github.com/shangwfa","node","1"
"365","U_kgDOAG9F8A","7292400","takahash","Ken Takahashi","https://github.com/takahash","node","1"
"365","U_kgDOAG9sBg","7302150","SlashNephy","","https://github.com/SlashNephy","node","1"
"364","U_kgDOAGCVQw","6329667","a-r-g-v","Yuki Mukasa ( a_r_g_v )","https://github.com/a-r-g-v","node","1"
"365","U_kgDOAGEdkw","6364563","ZoomieMuffin","ZoomieMuffin","https://github.com/ZoomieMuffin","node","1"
